Field           = 1.000000E+05 V/cm
Carrier density = 6.497000E+18 cm^-3
dE              = 0.000400 eV
1001
Energy (eV)  Prob. Density (eV^-1)  Prob. Density (cm^-3 eV^-1)
   0.257200               0.000000             0.0000000000E+00
   0.257600               0.000000             0.0000000000E+00
   0.258000               0.000000             0.0000000000E+00
   0.258400               0.000000             0.0000000000E+00
   0.258800               0.000000             0.0000000000E+00
   0.259200               0.000000             0.0000000000E+00
   0.259600               0.000000             0.0000000000E+00
   0.260000               0.250000             1.6242500000E+18
   0.260400               0.000000             0.0000000000E+00
   0.260800               0.250000             1.6242500000E+18
   0.261200               0.000000             0.0000000000E+00
   0.261600               0.000000             0.0000000000E+00
   0.262000               0.000000             0.0000000000E+00
   0.262400               0.000000             0.0000000000E+00
   0.262800               0.000000             0.0000000000E+00
   0.263200               0.000000             0.0000000000E+00
   0.263600               0.000000             0.0000000000E+00
   0.264000               0.000000             0.0000000000E+00
   0.264400               0.000000             0.0000000000E+00
   0.264800               0.000000             0.0000000000E+00
   0.265200               0.000000             0.0000000000E+00
   0.265600               0.000000             0.0000000000E+00
   0.266000               0.000000             0.0000000000E+00
   0.266400               0.000000             0.0000000000E+00
   0.266800               0.000000             0.0000000000E+00
   0.267200               0.000000             0.0000000000E+00
   0.267600               0.000000             0.0000000000E+00
   0.268000               0.000000             0.0000000000E+00
   0.268400               0.000000             0.0000000000E+00
   0.268800               0.000000             0.0000000000E+00
   0.269200               0.000000             0.0000000000E+00
   0.269600               0.000000             0.0000000000E+00
   0.270000               0.000000             0.0000000000E+00
   0.270400               0.000000             0.0000000000E+00
   0.270800               0.000000             0.0000000000E+00
   0.271200               0.000000             0.0000000000E+00
   0.271600               0.000000             0.0000000000E+00
   0.272000               0.000000             0.0000000000E+00
   0.272400               0.000000             0.0000000000E+00
   0.272800               0.000000             0.0000000000E+00
   0.273200               0.000000             0.0000000000E+00
   0.273600               0.000000             0.0000000000E+00
   0.274000               0.000000             0.0000000000E+00
   0.274400               0.000000             0.0000000000E+00
   0.274800               0.000000             0.0000000000E+00
   0.275200               0.000000             0.0000000000E+00
   0.275600               0.000000             0.0000000000E+00
   0.276000               0.000000             0.0000000000E+00
   0.276400               0.000000             0.0000000000E+00
   0.276800               0.000000             0.0000000000E+00
   0.277200               0.000000             0.0000000000E+00
   0.277600               0.000000             0.0000000000E+00
   0.278000               0.000000             0.0000000000E+00
   0.278400               0.000000             0.0000000000E+00
   0.278800               0.000000             0.0000000000E+00
   0.279200               0.000000             0.0000000000E+00
   0.279600               0.000000             0.0000000000E+00
   0.280000               0.000000             0.0000000000E+00
   0.280400               0.000000             0.0000000000E+00
   0.280800               0.000000             0.0000000000E+00
   0.281200               0.000000             0.0000000000E+00
   0.281600               0.000000             0.0000000000E+00
   0.282000               0.000000             0.0000000000E+00
   0.282400               0.000000             0.0000000000E+00
   0.282800               0.250000             1.6242500000E+18
   0.283200               0.000000             0.0000000000E+00
   0.283600               0.000000             0.0000000000E+00
   0.284000               0.000000             0.0000000000E+00
   0.284400               0.000000             0.0000000000E+00
   0.284800               0.000000             0.0000000000E+00
   0.285200               0.000000             0.0000000000E+00
   0.285600               0.000000             0.0000000000E+00
   0.286000               0.000000             0.0000000000E+00
   0.286400               0.000000             0.0000000000E+00
   0.286800               0.000000             0.0000000000E+00
   0.287200               0.000000             0.0000000000E+00
   0.287600               0.000000             0.0000000000E+00
   0.288000               0.000000             0.0000000000E+00
   0.288400               0.000000             0.0000000000E+00
   0.288800               0.000000             0.0000000000E+00
   0.289200               0.000000             0.0000000000E+00
   0.289600               0.000000             0.0000000000E+00
   0.290000               0.000000             0.0000000000E+00
   0.290400               0.000000             0.0000000000E+00
   0.290800               0.000000             0.0000000000E+00
   0.291200               0.000000             0.0000000000E+00
   0.291600               0.000000             0.0000000000E+00
   0.292000               0.000000             0.0000000000E+00
   0.292400               0.000000             0.0000000000E+00
   0.292800               0.000000             0.0000000000E+00
   0.293200               0.000000             0.0000000000E+00
   0.293600               0.000000             0.0000000000E+00
   0.294000               0.000000             0.0000000000E+00
   0.294400               0.000000             0.0000000000E+00
   0.294800               0.000000             0.0000000000E+00
   0.295200               0.000000             0.0000000000E+00
   0.295600               0.000000             0.0000000000E+00
   0.296000               0.000000             0.0000000000E+00
   0.296400               0.000000             0.0000000000E+00
   0.296800               0.000000             0.0000000000E+00
   0.297200               0.000000             0.0000000000E+00
   0.297600               0.000000             0.0000000000E+00
   0.298000               0.000000             0.0000000000E+00
   0.298400               0.000000             0.0000000000E+00
   0.298800               0.000000             0.0000000000E+00
   0.299200               0.000000             0.0000000000E+00
   0.299600               0.000000             0.0000000000E+00
   0.300000               0.000000             0.0000000000E+00
   0.300400               0.000000             0.0000000000E+00
   0.300800               0.000000             0.0000000000E+00
   0.301200               0.000000             0.0000000000E+00
   0.301600               0.000000             0.0000000000E+00
   0.302000               0.000000             0.0000000000E+00
   0.302400               0.000000             0.0000000000E+00
   0.302800               0.000000             0.0000000000E+00
   0.303200               0.000000             0.0000000000E+00
   0.303600               0.000000             0.0000000000E+00
   0.304000               0.000000             0.0000000000E+00
   0.304400               0.000000             0.0000000000E+00
   0.304800               0.000000             0.0000000000E+00
   0.305200               0.000000             0.0000000000E+00
   0.305600               0.000000             0.0000000000E+00
   0.306000               0.000000             0.0000000000E+00
   0.306400               0.250000             1.6242500000E+18
   0.306800               0.000000             0.0000000000E+00
   0.307200               0.000000             0.0000000000E+00
   0.307600               0.000000             0.0000000000E+00
   0.308000               0.000000             0.0000000000E+00
   0.308400               0.000000             0.0000000000E+00
   0.308800               0.250000             1.6242500000E+18
   0.309200               0.000000             0.0000000000E+00
   0.309600               0.000000             0.0000000000E+00
   0.310000               0.000000             0.0000000000E+00
   0.310400               0.000000             0.0000000000E+00
   0.310800               0.000000             0.0000000000E+00
   0.311200               0.000000             0.0000000000E+00
   0.311600               0.000000             0.0000000000E+00
   0.312000               0.000000             0.0000000000E+00
   0.312400               0.000000             0.0000000000E+00
   0.312800               0.000000             0.0000000000E+00
   0.313200               0.000000             0.0000000000E+00
   0.313600               0.000000             0.0000000000E+00
   0.314000               0.000000             0.0000000000E+00
   0.314400               0.000000             0.0000000000E+00
   0.314800               0.000000             0.0000000000E+00
   0.315200               0.000000             0.0000000000E+00
   0.315600               0.000000             0.0000000000E+00
   0.316000               0.000000             0.0000000000E+00
   0.316400               0.000000             0.0000000000E+00
   0.316800               0.000000             0.0000000000E+00
   0.317200               0.000000             0.0000000000E+00
   0.317600               0.000000             0.0000000000E+00
   0.318000               0.000000             0.0000000000E+00
   0.318400               0.250000             1.6242500000E+18
   0.318800               0.000000             0.0000000000E+00
   0.319200               0.000000             0.0000000000E+00
   0.319600               0.000000             0.0000000000E+00
   0.320000               0.000000             0.0000000000E+00
   0.320400               0.000000             0.0000000000E+00
   0.320800               0.000000             0.0000000000E+00
   0.321200               0.000000             0.0000000000E+00
   0.321600               0.000000             0.0000000000E+00
   0.322000               0.000000             0.0000000000E+00
   0.322400               0.000000             0.0000000000E+00
   0.322800               0.000000             0.0000000000E+00
   0.323200               0.000000             0.0000000000E+00
   0.323600               0.000000             0.0000000000E+00
   0.324000               0.000000             0.0000000000E+00
   0.324400               0.000000             0.0000000000E+00
   0.324800               0.000000             0.0000000000E+00
   0.325200               0.000000             0.0000000000E+00
   0.325600               0.000000             0.0000000000E+00
   0.326000               0.000000             0.0000000000E+00
   0.326400               0.000000             0.0000000000E+00
   0.326800               0.000000             0.0000000000E+00
   0.327200               0.000000             0.0000000000E+00
   0.327600               0.000000             0.0000000000E+00
   0.328000               0.000000             0.0000000000E+00
   0.328400               0.250000             1.6242500000E+18
   0.328800               0.000000             0.0000000000E+00
   0.329200               0.000000             0.0000000000E+00
   0.329600               0.000000             0.0000000000E+00
   0.330000               0.000000             0.0000000000E+00
   0.330400               0.000000             0.0000000000E+00
   0.330800               0.000000             0.0000000000E+00
   0.331200               0.000000             0.0000000000E+00
   0.331600               0.000000             0.0000000000E+00
   0.332000               0.000000             0.0000000000E+00
   0.332400               0.000000             0.0000000000E+00
   0.332800               0.000000             0.0000000000E+00
   0.333200               0.000000             0.0000000000E+00
   0.333600               0.000000             0.0000000000E+00
   0.334000               0.000000             0.0000000000E+00
   0.334400               0.000000             0.0000000000E+00
   0.334800               0.000000             0.0000000000E+00
   0.335200               0.000000             0.0000000000E+00
   0.335600               0.000000             0.0000000000E+00
   0.336000               0.000000             0.0000000000E+00
   0.336400               0.000000             0.0000000000E+00
   0.336800               0.000000             0.0000000000E+00
   0.337200               0.000000             0.0000000000E+00
   0.337600               0.000000             0.0000000000E+00
   0.338000               0.000000             0.0000000000E+00
   0.338400               0.000000             0.0000000000E+00
   0.338800               0.000000             0.0000000000E+00
   0.339200               0.000000             0.0000000000E+00
   0.339600               0.000000             0.0000000000E+00
   0.340000               0.000000             0.0000000000E+00
   0.340400               0.000000             0.0000000000E+00
   0.340800               0.000000             0.0000000000E+00
   0.341200               0.000000             0.0000000000E+00
   0.341600               0.000000             0.0000000000E+00
   0.342000               0.000000             0.0000000000E+00
   0.342400               0.000000             0.0000000000E+00
   0.342800               0.000000             0.0000000000E+00
   0.343200               0.000000             0.0000000000E+00
   0.343600               0.000000             0.0000000000E+00
   0.344000               0.000000             0.0000000000E+00
   0.344400               0.000000             0.0000000000E+00
   0.344800               0.000000             0.0000000000E+00
   0.345200               0.000000             0.0000000000E+00
   0.345600               0.000000             0.0000000000E+00
   0.346000               0.000000             0.0000000000E+00
   0.346400               0.000000             0.0000000000E+00
   0.346800               0.000000             0.0000000000E+00
   0.347200               0.000000             0.0000000000E+00
   0.347600               0.000000             0.0000000000E+00
   0.348000               0.000000             0.0000000000E+00
   0.348400               0.000000             0.0000000000E+00
   0.348800               0.000000             0.0000000000E+00
   0.349200               0.000000             0.0000000000E+00
   0.349600               0.000000             0.0000000000E+00
   0.350000               0.000000             0.0000000000E+00
   0.350400               0.000000             0.0000000000E+00
   0.350800               0.000000             0.0000000000E+00
   0.351200               0.000000             0.0000000000E+00
   0.351600               0.000000             0.0000000000E+00
   0.352000               0.000000             0.0000000000E+00
   0.352400               0.000000             0.0000000000E+00
   0.352800               0.000000             0.0000000000E+00
   0.353200               0.000000             0.0000000000E+00
   0.353600               0.000000             0.0000000000E+00
   0.354000               0.000000             0.0000000000E+00
   0.354400               0.000000             0.0000000000E+00
   0.354800               0.000000             0.0000000000E+00
   0.355200               0.000000             0.0000000000E+00
   0.355600               0.000000             0.0000000000E+00
   0.356000               0.000000             0.0000000000E+00
   0.356400               0.000000             0.0000000000E+00
   0.356800               0.000000             0.0000000000E+00
   0.357200               0.000000             0.0000000000E+00
   0.357600               0.000000             0.0000000000E+00
   0.358000               0.000000             0.0000000000E+00
   0.358400               0.000000             0.0000000000E+00
   0.358800               0.000000             0.0000000000E+00
   0.359200               0.000000             0.0000000000E+00
   0.359600               0.000000             0.0000000000E+00
   0.360000               0.000000             0.0000000000E+00
   0.360400               0.000000             0.0000000000E+00
   0.360800               0.000000             0.0000000000E+00
   0.361200               0.000000             0.0000000000E+00
   0.361600               0.000000             0.0000000000E+00
   0.362000               0.000000             0.0000000000E+00
   0.362400               0.000000             0.0000000000E+00
   0.362800               0.000000             0.0000000000E+00
   0.363200               0.000000             0.0000000000E+00
   0.363600               0.000000             0.0000000000E+00
   0.364000               0.000000             0.0000000000E+00
   0.364400               0.000000             0.0000000000E+00
   0.364800               0.000000             0.0000000000E+00
   0.365200               0.000000             0.0000000000E+00
   0.365600               0.000000             0.0000000000E+00
   0.366000               0.000000             0.0000000000E+00
   0.366400               0.000000             0.0000000000E+00
   0.366800               0.000000             0.0000000000E+00
   0.367200               0.000000             0.0000000000E+00
   0.367600               0.000000             0.0000000000E+00
   0.368000               0.000000             0.0000000000E+00
   0.368400               0.000000             0.0000000000E+00
   0.368800               0.000000             0.0000000000E+00
   0.369200               0.000000             0.0000000000E+00
   0.369600               0.000000             0.0000000000E+00
   0.370000               0.000000             0.0000000000E+00
   0.370400               0.000000             0.0000000000E+00
   0.370800               0.000000             0.0000000000E+00
   0.371200               0.000000             0.0000000000E+00
   0.371600               0.000000             0.0000000000E+00
   0.372000               0.000000             0.0000000000E+00
   0.372400               0.000000             0.0000000000E+00
   0.372800               0.000000             0.0000000000E+00
   0.373200               0.000000             0.0000000000E+00
   0.373600               0.000000             0.0000000000E+00
   0.374000               0.000000             0.0000000000E+00
   0.374400               0.000000             0.0000000000E+00
   0.374800               0.250000             1.6242500000E+18
   0.375200               0.000000             0.0000000000E+00
   0.375600               0.000000             0.0000000000E+00
   0.376000               0.000000             0.0000000000E+00
   0.376400               0.000000             0.0000000000E+00
   0.376800               0.000000             0.0000000000E+00
   0.377200               0.000000             0.0000000000E+00
   0.377600               0.000000             0.0000000000E+00
   0.378000               0.000000             0.0000000000E+00
   0.378400               0.000000             0.0000000000E+00
   0.378800               0.000000             0.0000000000E+00
   0.379200               0.000000             0.0000000000E+00
   0.379600               0.000000             0.0000000000E+00
   0.380000               0.000000             0.0000000000E+00
   0.380400               0.000000             0.0000000000E+00
   0.380800               0.000000             0.0000000000E+00
   0.381200               0.000000             0.0000000000E+00
   0.381600               0.000000             0.0000000000E+00
   0.382000               0.000000             0.0000000000E+00
   0.382400               0.000000             0.0000000000E+00
   0.382800               0.000000             0.0000000000E+00
   0.383200               0.000000             0.0000000000E+00
   0.383600               0.000000             0.0000000000E+00
   0.384000               0.000000             0.0000000000E+00
   0.384400               0.000000             0.0000000000E+00
   0.384800               0.000000             0.0000000000E+00
   0.385200               0.000000             0.0000000000E+00
   0.385600               0.000000             0.0000000000E+00
   0.386000               0.000000             0.0000000000E+00
   0.386400               0.000000             0.0000000000E+00
   0.386800               0.000000             0.0000000000E+00
   0.387200               0.000000             0.0000000000E+00
   0.387600               0.000000             0.0000000000E+00
   0.388000               0.000000             0.0000000000E+00
   0.388400               0.000000             0.0000000000E+00
   0.388800               0.000000             0.0000000000E+00
   0.389200               0.000000             0.0000000000E+00
   0.389600               0.000000             0.0000000000E+00
   0.390000               0.000000             0.0000000000E+00
   0.390400               0.000000             0.0000000000E+00
   0.390800               0.000000             0.0000000000E+00
   0.391200               0.000000             0.0000000000E+00
   0.391600               0.000000             0.0000000000E+00
   0.392000               0.000000             0.0000000000E+00
   0.392400               0.000000             0.0000000000E+00
   0.392800               0.000000             0.0000000000E+00
   0.393200               0.000000             0.0000000000E+00
   0.393600               0.000000             0.0000000000E+00
   0.394000               0.000000             0.0000000000E+00
   0.394400               0.000000             0.0000000000E+00
   0.394800               0.000000             0.0000000000E+00
   0.395200               0.000000             0.0000000000E+00
   0.395600               0.000000             0.0000000000E+00
   0.396000               0.000000             0.0000000000E+00
   0.396400               0.000000             0.0000000000E+00
   0.396800               0.000000             0.0000000000E+00
   0.397200               0.000000             0.0000000000E+00
   0.397600               0.000000             0.0000000000E+00
   0.398000               0.000000             0.0000000000E+00
   0.398400               0.000000             0.0000000000E+00
   0.398800               0.000000             0.0000000000E+00
   0.399200               0.000000             0.0000000000E+00
   0.399600               0.000000             0.0000000000E+00
   0.400000               0.000000             0.0000000000E+00
